timestamp,home_id,energy_consumption_kWh,power_consumption_W,voltage,current,temperature_setting_C,occupancy_status,appliance,usage_duration_minutes,device_status,room_location,season,day_of_week,hour_of_day,holiday,peak_hour_flag,appliance_category,appliance_type,weather_condition,outside_temperature_C,humidity_percent,energy_cost_rs,carbon_emission_kg,waste_flag
2024-05-15 10:00:00,H197,0.04,40,230,0.17,24,Vacant,Light,60,ON,Bedroom,Summer,Friday,10,No,0,Low,Lighting,Hot,36,78,0.28,0.03,1
2024-05-15 10:30:00,H013,0.07,100,230,0.43,28,Vacant,TV,45,ON,Living Room,Summer,Saturday,10,Yes,0,Low,,Hot,34,84,0.49,0.06,1
2024-05-15 11:00:00,H016,0.5,1000,240,4.17,22,Vacant,Iron,30,ON,Living Room,Summer,Sunday,11,Yes,0,Medium,Clothing,Hot,36,46,3.5,0.41,1
2024-05-15 11:30:00,H073,0.05,70,220,0.32,20,Vacant,Fan,45,ON,Hall,Summer,Monday,11,No,0,Low,Ventilation,Normal,38,56,0.35,0.04,1
2024-05-15 12:00:00,H092,0.07,100,230,0.43,20,Occupied,TV,45,OFF,Hall,Summer,Tuesday,12,No,0,Low,Entertainment,Hot,36,71,0.49,0.06,0
2024-05-15 12:30:00,H046,1.0,1000,230,4.35,22,Occupied,Iron,60,OFF,Dining Room,Summer,Wednesday,12,No,0,Medium,Clothing,Hot,34,64,7.0,0.82,0
2024-05-15 13:00:00,H128,0.25,500,230,2.17,28,Occupied,Washing Machine,30,ON,Dining Room,Summer,Thursday,13,No,0,Medium,Laundry,Hot,38,74,1.75,0.2,0
2024-05-15 13:30:00,H033,0.05,100,240,0.42,20,Occupied,TV,30,ON,Bedroom,Summer,Friday,13,No,0,Low,Entertainment,Hot,36,42,0.35,0.04,0
2024-05-15 14:00:00,H092,0.04,40,220,0.18,22,Occupied,Light,60,ON,Bedroom,Summer,Saturday,14,Yes,0,Low,Lighting,Normal,34,49,0.28,0.03,0
2024-05-15 14:30:00,H082,0.15,200,230,0.87,24,Occupied,Fridge,45,ON,Dining Room,Summer,Sunday,14,Yes,0,Medium,Cooling,Hot,40,68,1.05,0.12,0
2024-05-15 15:00:00,H109,4.0,2000,230,8.7,24,Occupied,Water Heater,120,ON,Kitchen,Summer,Monday,15,No,0,High,Heating,Normal,34,53,28.0,3.28,0
2024-05-15 15:30:00,H103,3.0,1500,240,6.25,30,Occupied,AC,120,ON,Living Room,Summer,Tuesday,15,No,0,High,Cooling,Normal,38,73,21.0,2.46,0
2024-05-15 16:00:00,H032,0.04,150,230,0.65,20,Occupied,Computer,15,ON,Hall,Summer,Wednesday,16,No,0,Low,Work,Hot,32,71,0.28,0.03,0
2024-05-15 16:30:00,H005,2.0,1000,240,4.17,18,Occupied,Iron,120,ON,Hall,Summer,Thursday,16,No,0,Medium,Clothing,Hot,40,56,14.0,1.64,0
2024-05-15 17:00:00,H129,0.12,500,220,2.27,30,Occupied,Washing Machine,15,ON,Bedroom,Summer,Friday,17,No,0,Medium,Laundry,Hot,38,46,0.84,0.1,0
2024-05-15 17:30:00,H108,0.1,100,240,0.42,20,Vacant,TV,60,ON,Kitchen,Summer,Saturday,17,Yes,0,Low,Entertainment,Hot,38,80,0.7,0.08,1
2024-05-15 18:00:00,H181,2.0,1000,220,4.55,30,Occupied,Iron,120,OFF,Study Room,Summer,Sunday,18,No,0,Medium,Clothing,Warm,40,70,14.0,1.64,0
2024-05-15 18:30:00,H130,0.17,70,230,0.3,20,Occupied,Fan,150,ON,Dining Room,Summer,Monday,18,No,0,Low,Ventilation,Warm,32,59,1.19,0.14,0
2024-05-15 19:00:00,H128,3.0,2000,220,9.09,24,Occupied,Water Heater,90,ON,Study Room,Summer,Tuesday,19,No,1,High,Heating,Warm,40,64,21.0,2.46,0
2024-05-15 19:30:00,H030,0.5,500,240,2.08,20,Occupied,Washing Machine,60,OFF,Dining Room,Summer,Wednesday,19,No,1,Medium,Laundry,Normal,34,55,3.5,0.41,0
2024-05-15 20:00:00,H015,0.3,100,230,0.43,18,Occupied,TV,180,ON,Study Room,Summer,Thursday,20,No,1,Low,Entertainment,Warm,40,44,2.1,0.25,0
2024-05-15 20:30:00,H194,3.0,1200,240,5.0,20,Occupied,Microwave,150,ON,Bedroom,Summer,Friday,20,No,1,Medium,Cooking,Normal,36,79,21.0,2.46,0
2024-05-15 21:00:00,H092,1.0,500,240,2.08,26,Occupied,Washing Machine,120,ON,Study Room,Summer,Saturday,21,Yes,1,Medium,Laundry,Warm,32,62,7.0,0.82,0
2024-05-15 21:30:00,H136,0.5,500,220,2.27,30,Occupied,Washing Machine,60,ON,Study Room,Summer,Sunday,21,No,1,Medium,Laundry,Normal,38,57,3.5,0.41,0
2024-05-15 22:00:00,H039,0.2,100,230,0.43,26,Occupied,TV,120,ON,Study Room,Summer,Monday,22,No,1,Low,Entertainment,Normal,38,79,1.4,0.16,0
2024-05-15 22:30:00,H002,2.0,1000,230,4.35,28,Occupied,Iron,120,OFF,Study Room,Summer,Tuesday,22,No,1,Medium,Clothing,Normal,34,65,14.0,1.64,0
2024-05-15 23:00:00,H027,0,2000,220,9.09,30,Occupied,Water Heater,0,OFF,Study Room,Summer,Wednesday,23,No,0,High,Heating,Warm,32,83,0,0.0,0
2024-05-15 23:30:00,H085,0.07,150,240,0.62,22,Vacant,Computer,30,ON,Hall,Summer,Thursday,23,No,0,Low,Work,Warm,36,82,0.49,0.06,1
2024-05-16 00:00:00,H078,0.04,70,220,0.32,30,Occupied,Fan,30,ON,Study Room,Summer,Friday,0,No,0,Low,Ventilation,Normal,40,40,0.28,0.03,0
2024-05-16 00:30:00,H046,0.07,100,230,0.43,22,Occupied,TV,45,ON,Dining Room,Summer,Saturday,0,No,0,Low,Entertainment,Hot,36,58,0.49,0.06,0
2024-05-16 01:00:00,H041,0.25,500,230,2.17,28,Occupied,Washing Machine,30,OFF,Kitchen,Summer,Sunday,1,Yes,0,Medium,Laundry,Hot,36,61,1.75,0.2,0
2024-05-16 01:30:00,H060,0.25,1000,230,4.35,30,Occupied,Iron,15,ON,Living Room,Summer,Monday,1,No,0,Medium,Clothing,Normal,34,83,1.75,0.2,0
2024-05-16 02:00:00,H003,1.0,1000,240,4.17,30,Occupied,Iron,60,ON,Living Room,Summer,Tuesday,2,No,0,Medium,Clothing,Hot,36,48,7.0,0.82,0
2024-05-16 02:30:00,H095,0.08,40,230,0.17,18,Occupied,Light,120,ON,Study Room,Summer,Wednesday,2,No,0,Low,Lighting,Normal,38,80,0.56,0.07,0
2024-05-16 03:00:00,H017,0.38,1500,230,6.52,28,Vacant,AC,15,ON,Living Room,Summer,Thursday,3,No,0,High,Cooling,Normal,38,55,2.66,0.31,1
2024-05-16 03:30:00,H006,0,1000,240,4.17,26,Occupied,Iron,0,OFF,Bedroom,Summer,Friday,3,No,0,Medium,Clothing,Hot,34,53,0,0.0,0
2024-05-16 04:00:00,H142,0.14,70,240,0.29,26,Occupied,Fan,120,ON,Bedroom,Summer,Saturday,4,No,0,Low,Ventilation,Normal,36,77,0.98,0.11,0
2024-05-16 04:30:00,H036,0.04,70,240,0.29,26,Occupied,Fan,30,ON,Hall,Summer,Sunday,4,No,0,Low,Ventilation,Normal,34,68,0.28,0.03,0
2024-05-16 05:00:00,H180,0.03,100,230,0.43,30,Occupied,TV,15,ON,Study Room,Summer,Monday,5,No,0,Low,Entertainment,Normal,34,63,0.21,0.02,0
2024-05-16 05:30:00,H196,0,1500,230,6.52,28,Occupied,AC,0,OFF,Study Room,Summer,Tuesday,5,No,0,High,Cooling,Normal,40,56,0,0.0,0
2024-05-16 06:00:00,H060,0.38,1500,230,6.52,18,Occupied,AC,15,ON,Kitchen,Summer,Wednesday,6,No,0,High,Cooling,Normal,38,51,2.66,0.31,0
2024-05-16 06:30:00,H083,1.5,2000,230,8.7,24,Partial,Water Heater,45,ON,Kitchen,Summer,Thursday,6,No,0,High,Heating,Normal,34,83,10.5,1.23,0
2024-05-16 07:00:00,H099,0.75,1000,230,4.35,18,Occupied,Iron,45,OFF,Study Room,Summer,Friday,7,No,0,Medium,Clothing,Normal,34,76,5.25,0.61,0
2024-05-16 07:30:00,H103,1.5,1500,240,6.25,26,Occupied,AC,60,ON,Study Room,Summer,Saturday,7,No,0,High,Cooling,Hot,40,44,10.5,1.23,0
2024-05-16 08:00:00,H111,0.04,40,240,0.17,22,Partial,Light,60,ON,Bedroom,Summer,Sunday,8,Yes,0,Low,Lighting,Hot,38,75,0.28,0.03,0
2024-05-16 08:30:00,H153,0.07,150,240,0.62,20,Occupied,Computer,30,OFF,Hall,Summer,Monday,8,No,0,Low,Work,Hot,32,55,0.49,0.06,0
2024-05-16 09:00:00,H081,0.38,1500,230,6.52,18,Occupied,AC,15,OFF,Hall,Summer,Tuesday,9,No,0,High,Cooling,Normal,38,56,2.66,0.31,0
2024-05-16 09:30:00,H196,0.75,1000,230,4.35,26,Occupied,Iron,45,ON,Bedroom,Summer,Wednesday,9,No,0,Medium,Clothing,Normal,34,74,5.25,0.61,0
2024-05-16 10:00:00,H099,0.75,1000,220,4.55,24,Occupied,Iron,45,ON,Kitchen,Summer,Thursday,10,No,0,Medium,Clothing,Normal,36,51,5.25,0.61,0
2024-05-16 10:30:00,H150,1.2,1200,220,5.45,30,Vacant,Microwave,60,ON,Hall,Summer,Friday,10,No,0,Medium,Cooking,Normal,40,43,8.4,0.98,1
2024-05-16 11:00:00,H183,4.0,2000,240,8.33,20,Occupied,Water Heater,120,ON,Kitchen,Summer,Saturday,11,Yes,0,High,Heating,Normal,34,76,28.0,3.28,0
2024-05-16 11:30:00,H188,1.2,1200,230,5.22,30,Occupied,Microwave,60,ON,Living Room,Summer,Sunday,11,No,0,Medium,Cooking,Hot,36,81,8.4,0.98,0
2024-05-16 12:00:00,H169,0.04,40,230,0.17,22,Occupied,Light,60,ON,Hall,Summer,Monday,12,No,0,Low,Lighting,Hot,38,78,0.28,0.03,0
2024-05-16 12:30:00,H079,0.11,150,230,0.65,18,Occupied,Computer,45,OFF,Kitchen,Summer,Tuesday,12,No,0,Low,Work,Hot,38,54,0.77,0.09,0
2024-05-16 13:00:00,H037,0.5,1000,240,4.17,20,Occupied,Iron,30,OFF,Living Room,Summer,Wednesday,13,No,0,Medium,Clothing,Hot,34,49,3.5,0.41,0
2024-05-16 13:30:00,H052,0.38,500,230,2.17,26,Occupied,Washing Machine,45,OFF,Kitchen,Summer,Thursday,13,No,0,Medium,Laundry,Normal,32,47,2.66,0.31,0
2024-05-16 14:00:00,H095,1.2,1200,230,5.22,18,Occupied,Microwave,60,ON,Kitchen,Summer,Friday,14,No,0,Medium,Cooking,Hot,40,42,8.4,0.98,0
2024-05-16 14:30:00,H134,1.5,1500,220,6.82,18,Occupied,AC,60,ON,Dining Room,Summer,Saturday,14,No,0,High,Cooling,Hot,38,63,10.5,1.23,0
2024-05-16 15:00:00,H175,0.12,500,240,2.08,28,Vacant,Washing Machine,15,OFF,Dining Room,Summer,Sunday,15,Yes,0,Medium,Laundry,Normal,38,77,0.84,0.1,0
2024-05-16 15:30:00,H119,0,1000,240,4.17,26,Vacant,Iron,0,OFF,Bedroom,Summer,Monday,15,No,0,Medium,Clothing,Hot,36,61,0,0.0,0
2024-05-16 16:00:00,H046,1.0,1000,220,4.55,22,Vacant,Iron,60,OFF,Living Room,Summer,Tuesday,16,No,0,Medium,Clothing,Hot,34,80,7.0,0.82,0
2024-05-16 16:30:00,H169,0.03,40,230,0.17,24,Vacant,Light,45,OFF,Living Room,Summer,Wednesday,16,No,0,Low,Lighting,Hot,38,76,0.21,0.02,0
2024-05-16 17:00:00,H058,0.5,1000,220,4.55,24,Occupied,Iron,30,ON,Study Room,Summer,Thursday,17,No,0,Medium,Clothing,Normal,40,81,3.5,0.41,0
2024-05-16 17:30:00,H059,0.75,1000,240,4.17,24,Occupied,Iron,45,OFF,Kitchen,Summer,Friday,17,No,0,Medium,Clothing,Hot,34,69,5.25,0.61,0
2024-05-16 18:00:00,H077,0.04,40,230,0.17,18,Occupied,Light,60,ON,Kitchen,Summer,Saturday,18,No,0,Low,Lighting,Normal,38,48,0.28,0.03,0
2024-05-16 18:30:00,H024,1.0,1000,220,4.55,22,Occupied,Iron,60,ON,Kitchen,Summer,Sunday,18,No,0,Medium,Clothing,Warm,36,71,7.0,0.82,0
2024-05-16 19:00:00,H179,1.0,500,240,2.08,22,Occupied,Washing Machine,120,OFF,Living Room,Summer,Monday,19,No,1,Medium,Laundry,Normal,40,54,7.0,0.82,0
2024-05-16 19:30:00,H132,3.75,1500,240,6.25,30,Occupied,AC,150,ON,Living Room,Summer,Tuesday,19,No,1,High,Cooling,Normal,34,58,26.25,3.07,0
2024-05-16 20:00:00,H123,0.5,200,220,0.91,22,Occupied,Fridge,150,OFF,Dining Room,Summer,Wednesday,20,No,1,Medium,Cooling,Warm,38,72,3.5,0.41,0
2024-05-16 20:30:00,H097,0.1,40,220,0.18,20,Occupied,Light,150,ON,Kitchen,Summer,Thursday,20,No,1,Low,Lighting,Warm,40,45,0.7,0.08,0
2024-05-16 21:00:00,H126,3.75,1500,230,6.52,20,Occupied,AC,150,ON,Kitchen,Summer,Friday,21,No,1,High,Cooling,Warm,32,42,26.25,3.07,0
2024-05-16 21:30:00,H171,0.2,200,240,0.83,30,Occupied,Fridge,60,OFF,Hall,Summer,Saturday,21,Yes,1,Medium,Cooling,Normal,38,41,1.4,0.16,0
2024-05-16 22:00:00,H144,0.4,200,220,0.91,24,Occupied,Fridge,120,ON,Bedroom,Summer,Sunday,22,No,1,Medium,Cooling,Normal,36,44,2.8,0.33,0
2024-05-16 22:30:00,H064,2.4,1200,240,5.0,24,Occupied,Microwave,120,ON,Kitchen,Summer,Monday,22,No,1,Medium,Cooking,Warm,36,73,16.8,1.97,0
2024-05-16 23:00:00,H186,0.1,100,220,0.45,26,Occupied,TV,60,ON,Kitchen,Summer,Tuesday,23,No,0,Low,Entertainment,Warm,38,80,0.7,0.08,1
2024-05-16 23:30:00,H048,1.0,2000,240,8.33,24,Occupied,Water Heater,30,ON,Hall,Summer,Wednesday,23,No,0,High,Heating,Warm,36,59,7.0,0.82,0
2024-05-17 00:00:00,H097,0.01,40,240,0.17,18,Occupied,Light,15,ON,Hall,Summer,Thursday,0,No,0,Low,Lighting,Normal,32,63,0.07,0.01,0
2024-05-17 00:30:00,H064,0.9,1200,230,5.22,26,Vacant,Microwave,45,ON,Kitchen,Summer,Friday,0,No,0,Medium,Cooking,Normal,40,43,6.3,0.74,1
2024-05-17 01:00:00,H140,0.4,200,230,0.87,28,Occupied,Fridge,120,ON,Hall,Summer,Saturday,1,No,0,Medium,Cooling,Hot,36,69,2.8,0.33,0
2024-05-17 01:30:00,H021,0.07,70,240,0.29,28,Vacant,Fan,60,ON,Hall,Summer,Sunday,1,No,0,Low,Ventilation,Normal,40,46,0.49,0.06,1
2024-05-17 02:00:00,H053,1.5,1500,220,6.82,30,Vacant,AC,60,ON,Living Room,Summer,Monday,2,No,0,High,Cooling,Normal,38,47,10.5,1.23,1
2024-05-17 02:30:00,H116,0,500,240,2.08,18,Occupied,Washing Machine,0,OFF,Living Room,Summer,Tuesday,2,No,0,Medium,Laundry,Hot,34,57,0,0.0,0
2024-05-17 03:00:00,H167,1.2,1200,240,5.0,18,Vacant,Microwave,60,ON,Living Room,Summer,Wednesday,3,No,0,Medium,Cooking,Hot,38,52,8.4,0.98,1
2024-05-17 03:30:00,H046,0.25,500,240,2.08,26,Occupied,Washing Machine,30,ON,Hall,Summer,Thursday,3,No,0,Medium,Laundry,Normal,40,50,1.75,0.2,0
2024-05-17 04:00:00,H044,0.14,70,240,0.29,18,Occupied,Fan,120,ON,Study Room,Summer,Friday,4,No,0,Low,Ventilation,Hot,40,74,0.98,0.11,0
2024-05-17 04:30:00,H016,0.3,150,230,0.65,24,Occupied,Computer,120,ON,Bedroom,Summer,Saturday,4,Yes,0,Low,Work,Hot,40,82,2.1,0.25,0
2024-05-17 05:00:00,H143,0.02,70,230,0.3,20,Occupied,Fan,15,ON,Dining Room,Summer,Sunday,5,No,0,Low,Ventilation,Hot,34,77,0.14,0.02,0
2024-05-17 05:30:00,H044,1.12,1500,240,6.25,18,Occupied,AC,45,ON,Living Room,Summer,Monday,5,No,0,High,Cooling,Hot,32,55,7.84,0.92,0
2024-05-17 06:00:00,H088,1.5,1500,220,6.82,28,Occupied,AC,60,ON,Dining Room,Summer,Tuesday,6,No,0,High,Cooling,Hot,34,48,10.5,1.23,0
2024-05-17 06:30:00,H136,0.05,100,220,0.45,26,Occupied,TV,30,ON,Hall,Summer,Wednesday,6,No,0,Low,Entertainment,Normal,32,58,0.35,0.04,0
2024-05-17 07:00:00,H103,1.5,1500,230,6.52,24,Occupied,AC,60,OFF,Study Room,Summer,Thursday,7,No,0,High,Cooling,Normal,38,52,10.5,1.23,0
2024-05-17 07:30:00,H034,0.75,1500,220,6.82,22,Partial,AC,30,ON,Kitchen,Summer,Friday,7,No,0,High,Cooling,Normal,38,75,5.25,0.61,0
2024-05-17 08:00:00,H165,0.07,70,220,0.32,18,Partial,Fan,60,ON,Bedroom,Summer,Saturday,8,No,0,Low,Ventilation,Normal,32,67,0.49,0.06,0
2024-05-17 08:30:00,H073,0.04,70,220,0.32,28,Occupied,Fan,30,ON,Bedroom,Summer,Sunday,8,No,0,Low,Ventilation,Normal,36,76,0.28,0.03,0
2024-05-17 09:00:00,H080,0.38,1500,220,6.82,26,Occupied,AC,15,ON,Study Room,Summer,Monday,9,No,0,High,Cooling,Normal,36,67,2.66,0.31,0
2024-05-17 09:30:00,H163,0.05,100,220,0.45,26,Occupied,TV,30,ON,Dining Room,Summer,Tuesday,9,No,0,Low,Entertainment,Normal,38,83,0.35,0.04,0
2024-05-17 10:00:00,H169,0.25,1000,240,4.17,22,Vacant,Iron,15,OFF,Kitchen,Summer,Wednesday,10,No,0,Medium,Clothing,Hot,36,47,1.75,0.2,0
2024-05-17 10:30:00,H155,0.15,200,230,0.87,24,Vacant,Fridge,45,OFF,Hall,Summer,Thursday,10,No,0,Medium,Cooling,Normal,32,49,1.05,0.12,0
2024-05-17 11:00:00,H133,2.0,1000,240,4.17,24,Occupied,Iron,120,ON,Dining Room,Summer,Friday,11,No,0,Medium,Clothing,Normal,38,84,14.0,1.64,0
2024-05-17 11:30:00,H170,0.1,100,240,0.42,18,Vacant,TV,60,ON,Bedroom,Summer,Saturday,11,No,0,Low,Entertainment,Normal,32,75,0.7,0.08,1
2024-05-17 12:00:00,H118,1.12,1500,220,6.82,26,Occupied,AC,45,ON,Living Room,Summer,Sunday,12,Yes,0,High,Cooling,Hot,34,62,7.84,0.92,0
2024-05-17 12:30:00,H162,0.02,40,220,0.18,22,Occupied,Light,30,ON,Dining Room,Summer,Monday,12,No,0,Low,Lighting,Hot,32,66,0.14,0.02,0
2024-05-17 13:00:00,H075,0.15,200,220,0.91,22,Occupied,Fridge,45,ON,Kitchen,Summer,Tuesday,13,No,0,Medium,Cooling,Normal,32,53,1.05,0.12,0
2024-05-17 13:30:00,H092,0.6,1200,220,5.45,30,Occupied,Microwave,30,ON,Living Room,Summer,Wednesday,13,No,0,Medium,Cooking,Normal,32,82,4.2,0.49,0
2024-05-17 14:00:00,H133,0.2,200,230,0.87,26,Occupied,Fridge,60,ON,Dining Room,Summer,Thursday,14,No,0,Medium,Cooling,Normal,34,62,1.4,0.16,0
2024-05-17 14:30:00,H132,0.07,100,240,0.42,22,Occupied,TV,45,ON,Hall,Summer,Friday,14,No,0,Low,Entertainment,Hot,32,72,0.49,0.06,0
2024-05-17 15:00:00,H176,0.05,100,220,0.45,18,Occupied,TV,30,ON,Bedroom,Summer,Saturday,15,No,0,Low,Entertainment,Normal,34,46,0.35,0.04,0
2024-05-17 15:30:00,H008,1.0,1000,230,4.35,18,Occupied,Iron,60,ON,Living Room,Summer,Sunday,15,No,0,Medium,Clothing,Hot,36,59,7.0,0.82,0
2024-05-17 16:00:00,H011,0.2,100,230,0.43,28,Occupied,TV,120,ON,Living Room,Summer,Monday,16,No,0,Low,Entertainment,Hot,36,47,1.4,0.16,0
2024-05-17 16:30:00,H100,0.15,150,220,0.68,22,Vacant,Computer,60,OFF,Bedroom,Summer,Tuesday,16,No,0,Low,Work,Hot,40,69,1.05,0.12,0
2024-05-17 17:00:00,H101,0,1500,230,6.52,28,Occupied,AC,0,OFF,Study Room,Summer,Wednesday,17,No,0,High,Cooling,Normal,38,60,0,0.0,0
2024-05-17 17:30:00,H109,0.1,100,240,0.42,22,Vacant,TV,60,ON,Kitchen,Summer,Thursday,17,No,0,Low,Entertainment,Hot,34,56,0.7,0.08,1
2024-05-17 18:00:00,H090,0.25,100,240,0.42,18,Occupied,TV,150,ON,Living Room,Summer,Friday,18,No,0,Low,Entertainment,Normal,40,53,1.75,0.2,0
2024-05-17 18:30:00,H041,3.0,1000,240,4.17,30,Occupied,Iron,180,ON,Hall,Summer,Saturday,18,No,0,Medium,Clothing,Normal,40,82,21.0,2.46,0
2024-05-17 19:00:00,H178,1.5,1000,230,4.35,22,Occupied,Iron,90,ON,Kitchen,Summer,Sunday,19,No,1,Medium,Clothing,Normal,40,82,10.5,1.23,0
2024-05-17 19:30:00,H041,1.25,500,240,2.08,24,Occupied,Washing Machine,150,OFF,Dining Room,Summer,Monday,19,No,1,Medium,Laundry,Normal,38,75,8.75,1.02,0
2024-05-17 20:00:00,H004,0.3,200,230,0.87,18,Occupied,Fridge,90,ON,Study Room,Summer,Tuesday,20,No,1,Medium,Cooling,Normal,38,77,2.1,0.25,0
2024-05-17 20:30:00,H102,1.5,1500,240,6.25,24,Occupied,AC,60,ON,Hall,Summer,Wednesday,20,No,1,High,Cooling,Warm,36,57,10.5,1.23,0
2024-05-17 21:00:00,H086,0.17,70,220,0.32,30,Occupied,Fan,150,ON,Kitchen,Summer,Thursday,21,No,1,Low,Ventilation,Normal,32,44,1.19,0.14,0
2024-05-17 21:30:00,H059,1.5,1000,240,4.17,26,Occupied,Iron,90,ON,Hall,Summer,Friday,21,No,1,Medium,Clothing,Normal,38,68,10.5,1.23,0
2024-05-17 22:00:00,H068,3.0,1000,220,4.55,28,Occupied,Iron,180,ON,Study Room,Summer,Saturday,22,No,1,Medium,Clothing,Normal,36,69,21.0,2.46,0
2024-05-17 22:30:00,H140,2.4,1200,240,5.0,24,Occupied,Microwave,120,ON,Living Room,Summer,Sunday,22,No,1,Medium,Cooking,Warm,34,63,16.8,1.97,0
2024-05-17 23:00:00,H164,0,2000,220,9.09,24,Occupied,Water Heater,0,OFF,Hall,Summer,Monday,23,No,0,High,Heating,Warm,36,83,0,0.0,0
2024-05-17 23:30:00,H048,2.4,1200,230,5.22,24,Occupied,Microwave,120,ON,Kitchen,Summer,Tuesday,23,No,0,Medium,Cooking,Warm,40,78,16.8,1.97,0
2024-05-18 00:00:00,H164,0.05,100,240,0.42,24,Vacant,TV,30,ON,Living Room,Summer,Wednesday,0,No,0,Low,Entertainment,Hot,36,61,0.35,0.04,1
2024-05-18 00:30:00,H200,4.0,2000,230,8.7,18,Occupied,Water Heater,120,ON,Study Room,Summer,Thursday,0,No,0,High,Heating,Normal,40,45,28.0,3.28,0
2024-05-18 01:00:00,H130,0.15,200,220,0.91,30,Occupied,Fridge,45,ON,Dining Room,Summer,Friday,1,No,0,Medium,Cooling,Normal,34,78,1.05,0.12,0
2024-05-18 01:30:00,H024,0.03,40,220,0.18,22,Occupied,Light,45,ON,Living Room,Summer,Saturday,1,No,0,Low,Lighting,Hot,32,60,0.21,0.02,0
2024-05-18 02:00:00,H160,0.9,1200,220,5.45,18,Vacant,Microwave,45,ON,Bedroom,Summer,Sunday,2,No,0,Medium,Cooking,Normal,38,45,6.3,0.74,1
2024-05-18 02:30:00,H122,0.05,200,220,0.91,18,Occupied,Fridge,15,ON,Bedroom,Summer,Monday,2,No,0,Medium,Cooling,Hot,34,68,0.35,0.04,0
2024-05-18 03:00:00,H062,0,2000,240,8.33,28,Occupied,Water Heater,0,OFF,Hall,Summer,Tuesday,3,No,0,High,Heating,Hot,36,41,0,0.0,0
2024-05-18 03:30:00,H086,0.15,150,220,0.68,18,Vacant,Computer,60,ON,Dining Room,Summer,Wednesday,3,No,0,Low,Work,Hot,38,79,1.05,0.12,1
2024-05-18 04:00:00,H080,0.6,1200,230,5.22,22,Occupied,Microwave,30,ON,Hall,Summer,Thursday,4,No,0,Medium,Cooking,Hot,40,81,4.2,0.49,0
2024-05-18 04:30:00,H158,0.5,2000,230,8.7,24,Vacant,Water Heater,15,ON,Bedroom,Summer,Friday,4,No,0,High,Heating,Normal,32,57,3.5,0.41,1
2024-05-18 05:00:00,H066,1.0,2000,220,9.09,24,Occupied,Water Heater,30,OFF,Study Room,Summer,Saturday,5,No,0,High,Heating,Normal,38,65,7.0,0.82,0
2024-05-18 05:30:00,H158,0.14,70,220,0.32,24,Vacant,Fan,120,ON,Living Room,Summer,Sunday,5,No,0,Low,Ventilation,Normal,36,66,0.98,0.11,1
2024-05-18 06:00:00,H036,0.75,1000,230,4.35,20,Occupied,Iron,45,ON,Bedroom,Summer,Monday,6,No,0,Medium,Clothing,Normal,40,68,5.25,0.61,0
2024-05-18 06:30:00,H059,0.02,40,230,0.17,22,Occupied,Light,30,OFF,Living Room,Summer,Tuesday,6,No,0,Low,Lighting,Normal,38,41,0.14,0.02,0
2024-05-18 07:00:00,H174,0.38,1500,230,6.52,26,Partial,AC,15,ON,Hall,Summer,Wednesday,7,No,0,High,Cooling,Hot,34,75,2.66,0.31,0
2024-05-18 07:30:00,H171,0.07,70,230,0.3,20,Occupied,Fan,60,ON,Study Room,Summer,Thursday,7,No,0,Low,Ventilation,Hot,38,61,0.49,0.06,0
2024-05-18 08:00:00,H107,0.1,100,240,0.42,24,Occupied,TV,60,ON,Dining Room,Summer,Friday,8,No,0,Low,Entertainment,Normal,36,74,0.7,0.08,0
2024-05-18 08:30:00,H110,0.3,1200,220,5.45,28,Occupied,Microwave,15,OFF,Living Room,Summer,Saturday,8,Yes,0,Medium,Cooking,Hot,32,61,2.1,0.25,0
2024-05-18 09:00:00,H199,0.75,1500,230,6.52,18,Occupied,AC,30,ON,Bedroom,Summer,Sunday,9,Yes,0,High,Cooling,Normal,34,46,5.25,0.61,0
2024-05-18 09:30:00,H152,0.04,40,230,0.17,20,Occupied,Light,60,ON,Dining Room,Summer,Monday,9,No,0,Low,Lighting,Hot,40,74,0.28,0.03,0
2024-05-18 10:00:00,H007,0.05,200,230,0.87,30,Vacant,Fridge,15,ON,Study Room,Summer,Tuesday,10,No,0,Medium,Cooling,Hot,38,58,0.35,0.04,1
2024-05-18 10:30:00,H173,0.5,1000,240,4.17,20,Occupied,Iron,30,ON,Bedroom,Summer,Wednesday,,No,0,Medium,Clothing,Hot,34,46,3.5,0.41,0
2024-05-18 11:00:00,H155,0.25,500,230,2.17,30,Occupied,Washing Machine,30,ON,Dining Room,Summer,Thursday,11,No,0,Medium,Laundry,Hot,38,64,1.75,0.2,0
2024-05-18 11:30:00,H002,0.25,1000,240,4.17,26,Occupied,Iron,15,ON,Dining Room,Summer,Friday,11,No,0,Medium,Clothing,Normal,36,44,1.75,0.2,0
2024-05-18 12:00:00,H030,0.5,1000,220,4.55,24,Occupied,Iron,30,ON,Kitchen,Summer,Saturday,12,No,0,Medium,Clothing,Normal,32,73,3.5,0.41,0
2024-05-18 12:30:00,H023,0.11,150,220,0.68,20,Occupied,Computer,45,ON,Kitchen,Summer,Sunday,12,Yes,0,Low,Work,Normal,40,60,0.77,0.09,0
2024-05-18 13:00:00,H117,0.07,100,230,0.43,24,Occupied,TV,45,ON,Kitchen,Summer,Monday,13,No,0,Low,Entertainment,Normal,32,70,0.49,0.06,0
